ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
23951197,2009-03-12 14:04:15 +0000,2016-01-04 15:32:42 +0000,2521,329,1184,902,28058,aaronschock,Aaron Schock,true,false,,"More press not doing hmwrk:office painted before election,LaHood hired 2 Schock staff.Sorry facts don't=story #truth https://t.co/Cf9OaR9L3n","Peoria, IL",
237403203,2011-01-12 19:27:31 +0000,2016-05-01 23:41:21 +0000,5335,69,5208,771,501295,AllenWest,Allen West,true,false,"Former Congressman, retired Army Lieutenant Colonel and author of Guardian of the Republic","WOW: CNN host just ADMITTED what we’ve ALL been saying about Obama…
https://t.co/nbZNdjCZZQ https://t.co/eZLyHS03tx",,http://www.allenbwest.com
20209807,2009-02-06 01:48:11 +0000,2016-04-25 10:00:51 +0000,1110,1,818,220,9569,AnderCrenshaw,Ander Crenshaw,true,false,"Member of Congress, FL-04",Marking #WorldMalariaDay with continued commitment to end #malaria for good. Join the fight. https://t.co/AmZQCbamo4,"Washington, D.C.",http://www.crenshaw.house.gov
19677673,2009-01-28 21:35:52 +0000,2015-08-25 20:34:49 +0000,449,125,565,819,9697,ArturDavis,Artur Davis,true,false,"Former congressman looking to bring positive solutions to my hometown of Montgomery, Alabama.",Just a reminder that we’d love to have our friends and supporters join us for our watch party tonight! Campaign HQ (2880 Zelda Rd) @ 7:30.,,
7356562,2007-07-09 22:04:23 +0000,2014-12-12 15:07:04 +0000,2521,5,1070,651,12456,askgeorge,Rep.George Miller,true,false,"Representing Contra Costa County in Congress. Top priority = creating new jobs. Also, avid reader and hiker.","Last vote of 40 yr career in Cong was for my bill to expand John Muir Nat'l Park in Martinez, CA. Last vote for legendary @john_dingell too",Washington DC/Martinez CA,http://house.gov/georgemiller
234797704,2011-01-06 16:01:46 +0000,2016-04-29 20:04:58 +0000,1723,12,615,315,8796,AustinScottGA08,Rep. Austin Scott,true,false,I am proud to represent the 8th Congressional District of Georgia.,Robins Air Force Base is an essential component to our national defense and the economic engine of middle... https://t.co/WiqQgeVtOQ,"Ashburn, GA",http://austinscott.house.gov
78431501,2009-09-29 22:15:34 +0000,2014-12-12 15:11:20 +0000,532,0,716,2,8317,BachusAL06,Spencer Bachus,true,false,"U.S. Congressman, AL-06",My final thoughts on having the opportunity to serve the people of Alabama in Congress.  Thank you for this honor.  http://t.co/DOuLgmNzpC,Washington,http://www.bachus.house.gov/
813286,2007-03-05 22:08:25 +0000,2016-05-01 22:26:34 +0000,14884,10,214990,636554,74250066,BarackObama,Barack Obama,true,false,This account is run by Organizing for Action staff. Tweets from the President are signed -bo.,"""And with that, I just have two more words to say—Obama out."" —President Obama at the #WHCD

Don't miss this: https://t.co/T4YNBb30zJ","Washington, DC",http://www.barackobama.com
82453460,2009-10-14 20:47:03 +0000,2016-04-28 23:43:09 +0000,659,13,368,413,5161,BennieGThompson,RepBThompson,true,false,,@UnitedHealthGrp Jr,"Bolton, Mississippi",http://benniethompson.house.gov
238321369,2011-01-14 22:17:10 +0000,2014-12-03 04:34:07 +0000,856,0,352,249,5116,benquayle,Ben Quayle,true,false,,@ReverendMaupin thank you. I really appreciate it.,"Phoenix, AZ",
516880804,2012-03-06 20:52:11 +0000,2016-05-01 16:25:31 +0000,2903,62,460,867,7662,BettyMcCollum04,Betty McCollum,true,false,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,RT @SaintPaul: It's Day Two of Train Days at @UnionDepot. Bring your favorite train enthusiast: https://t.co/kKFtk1zxxl https://t.co/OQpoonAeyn,"St. Paul, MN",http://mccollum.house.gov/
55235265,2009-07-09 13:31:41 +0000,2012-10-10 20:43:45 +0000,529,0,607,417,5071,BilbrayCA50,Brian Bilbray,true,false,I represent the 50th Congressional District of California.,"Honored to receive Science Coalition's ""Champion of Science"" award. Look fwd to working w/org to advance public health and renewable fuels.","Carlsbad, California",http://bilbray.house.gov
227088228,2010-12-15 21:49:24 +0000,2014-12-15 19:40:57 +0000,1922,74,347,875,4410,BillOwensNY,Bill Owens,true,false,Proud to represent New York's 21st Congressional District.,Rep. Owens announces nominations for U.S. service academies: http://t.co/Cl6DorKJHM #NY21,"Plattsburgh, NY",http://owens.house.gov
74508260,2009-09-15 17:54:32 +0000,2016-04-29 19:49:11 +0000,1140,138,451,1386,6014,BillPascrell,"Bill Pascrell, Jr.",true,false,I represent the 9th District of New Jersey in the House of Representatives. I currently serve on the Ways and Means and Budget Committees.,"Republican leaders refuse to #StopGunViolence, so I'm glad @POTUS is spurring the development of new ""smart"" guns.

https://t.co/rAjWJSEYoh","Paterson, NJ",http://pascrell.house.gov
137823987,2010-04-27 21:48:06 +0000,2014-07-30 20:27:37 +0000,354,0,296,250,2810,BlumenauerMedia,Blumenauer Media,true,false,Rep. Earl Blumenauer (OR-03) congressional account. Tweets are by staff.,"Blumenauer, Kinzinger Hail Passage of passage of the Emergency Afghan Allies Extension Act http://t.co/RCyIGH7kpF",,http://blumenauer.house.gov
16721061,2008-10-13 14:02:37 +0000,2016-04-26 18:17:24 +0000,1029,14,476,97,6562,bobinglis,Bob Inglis,true,false,Energy Optimist.  Climate Realist. Founder of https://t.co/Wts5YzVouI  U.S. Rep. (R-SC4 1993-1999; 2005-2011)  Tweeting his own view here.,Getting there! More Americans say Global Warming is Happening and May Influence Their Vote  https://t.co/xH8n1f2dqI via #constantcontact,"Travelers Rest, SC",
15394954,2008-07-11 18:33:24 +0000,2016-04-30 16:12:47 +0000,5404,460,1142,5924,17530,boblatta,U.S. Rep. Bob Latta,true,false,Representing #OH5. Deputy Whip. Member of @HouseCommerce Committee. Vice Chairman of the Communications & Technology Subcommittee.,It was great to celebrate @PerrysburgGov's Bicentennial! #OH05 https://t.co/200nYU02z1,"ÜT: 41.052377,-82.130057",http://latta.house.gov
30216513,2009-04-10 13:38:03 +0000,2016-04-30 16:48:04 +0000,708,1,678,129,9328,BradSherman,Brad Sherman,true,false,Serving California's San Fernando Valley.  Admission: Some of these tweets are prepared by my staff on my behalf. ReTweets are not an endorsement.,I will be on @msnbc today at 1:30pmET (10:30PT) discussing #Trump's foreign policy,"Sherman Oaks, CA",http://BradSherman.house.gov
29293808,2009-04-06 21:08:54 +0000,2015-02-17 17:44:23 +0000,6257,13,692,10533,15634,BruceBraley,Bruce Braley,true,false,"Listening, Working Hard, and Getting Things Done for the great people of Iowa's First Congressional District",RT @CycloneMBB: The @Big12Conference's combined .665 win percentage for its teams is the best mark by any conference since 1983-84.,Iowa & DC,
142906476,2010-05-12 02:10:19 +0000,2016-05-02 06:07:51 +0000,2922,1153,2,1125,10366,BuckMcKeon,Марина Колеина,false,false,"ГОЛОД: аппетит, обостренный настолько, что им можно убить других.",RT @MuffinBoyTrist: Право муниципальных служащих в Москве выкупать подарки предлагают закрепить законодательно,Минск,
305620929,2011-05-26 14:39:08 +0000,2016-04-29 20:51:07 +0000,1963,122,489,1258,6403,Call_Me_Dutch,Dutch Ruppersberger,true,false,"U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",RT @DEAHQ: Take a stand against the epidemic of painkiller addiction on April 30 by participating in #TakeBackDay https://t.co/Ue9OdVuqLX,"Washington, DC",http://dutch.house.gov
15281676,2008-06-30 19:41:17 +0000,2016-04-29 20:39:06 +0000,806,0,827,396,10442,CandiceMiller,Candice Miller,true,false,Proudly serving Michigan's 10th Congressional District,"Treasury names China, Japan, Korea, Taiwan, &amp; Germany to currency manipulation watch list using my provision: https://t.co/nKBzWpEnge","Shelby Township, Michigan",http://candicemiller.house.gov/
17976923,2008-12-08 23:17:15 +0000,2016-04-29 21:12:01 +0000,4807,823,1560,5229,25668,cathymcmorris,CathyMcMorrisRodgers,true,false,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",Our veterans deserve the red-carpet treatment for giving their lives to keep us safe and free. https://t.co/8MKVaErycq,"Spokane, WA & Washington, DC",http://mcmorris.house.gov
21312077,2009-02-19 16:17:10 +0000,2016-05-02 01:22:35 +0000,6600,811,1551,5394,25318,cbrangel,Charles Rangel,true,false,"Member of the US Congress proudly representing NY's 13th District. Connect with me @cbrangel, https://t.co/lGvwuJPraz and https://t.co/n3g5etgQ8r.",1st US cruise to #Cuba in 50 yrs left Miami for Havana today w/ 700 passengers. Let's end embargo to open travel &amp; trade!,Washington DC,http://rangel.house.gov
48086014,2009-06-17 19:39:50 +0000,2016-05-02 10:38:02 +0000,12867,95,902,1845,11891,chakafattah,Chaka Fattah,true,false,"Father. Husband. Eagles! 20+year Congressman. Fighter 4 children, working families, neuroscience – 25M helped to date. Architect of GEARUP, AOTC & CORE Scholars",@billy_penn A Big Deal /Fattah Neuroscience Initiative / 50 Million / 1 billion with Brain Illiness.@ByChrisBrennan https://t.co/Vy95dhj2zq,Philly/LM/D.C.,http://fattah.house.gov/
14984637,2008-06-02 20:29:56 +0000,2016-04-28 20:20:02 +0000,1759,136,1076,438,13449,chelliepingree,Chellie Pingree,true,false,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables","Several times a week I hear of problems w/Veterans Choice program.  It’s time for some changes.  
https://t.co/bHbRtCReqp",Maine -- the best place to be!,http://pingree.house.gov
150078976,2010-05-31 01:22:43 +0000,2016-04-29 19:42:11 +0000,10090,778,1478,140,45680,ChrisMurphyCT,Chris Murphy,true,false,"U.S. Senator, Connecticut",RT @SmithsUSGovRel: Thank you @ChrisMurphyCT for visiting @SmithsMedical’s Southington facility and learning more about the business! https://t.co/5Skl7vsHZQ,,
18137749,2008-12-15 15:00:29 +0000,2016-04-29 17:22:36 +0000,1686,279,1207,3821,26820,ChrisVanHollen,Chris Van Hollen,true,false,"Ranking Member, @HouseBudgetDems. Represent Maryland's 8th District. Follows, replies & RTs ≠ endorsement.","Smart gun technology can save lives, but @NRA's grip on policy must end. Thx @POTUS for fighting to #endgunviolence https://t.co/6uBmHP5WKC",Maryland's 8th District,http://vanhollen.house.gov
10615232,2007-11-26 15:17:02 +0000,2016-04-29 15:10:58 +0000,4507,34,3898,14368,98375,ChuckGrassley,ChuckGrassley,true,false,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.","Nat'l assoc of Letter Carriers asked me help in announcing stamp out food hunger drive on Saturday, May 14. Put canned food in mailbox",Iowa,http://grassley.senate.gov
188019606,2010-09-07 18:50:22 +0000,2016-04-29 19:37:10 +0000,1545,36,1341,1153,30792,Clyburn,James E. Clyburn,true,false,"Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.",It is not and never was flag of the Confederacy. Republicans should stop glorifying a myth. The Citadel should stop flying divisive symbol,"Washington, DC",http://assistantdemocraticleader.house.gov
295685416,2011-05-09 13:56:50 +0000,2016-04-22 19:49:36 +0000,635,2,474,1421,5616,ConawayTX11,Mike Conaway,true,false,I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.,"RT @FPFNews: ""We’re proud to represent farmers &amp;ranchers every day in our nation’s capital” @SenPatRoberts @ConawayTX11 https://t.co/5k8AC1GsYt #EarthDay",,http://conaway.house.gov/
25086658,2009-03-18 15:05:42 +0000,2016-04-27 19:50:22 +0000,1172,5,856,933,10768,congbillposey,Bill Posey,true,false,"Congressman from Florida's 8th district, representing the Space and Treasure Coasts",Committee Approves Posey’s Bipartisan Bill to Provide Justice for American Victims of Terrorism https://t.co/V7jcCeIzkX,"Rockledge, FL",http://www.posey.house.gov
24183358,2009-03-13 14:54:29 +0000,2016-04-28 17:00:34 +0000,1393,63,682,668,7864,CongCulberson,John Culberson,true,false,"Proud father, happy husband, Jeffersonian Republican. TX Congressman.",The @USDOL 's #fiduciaryrule makes it harder for Americans to plan for retirement. RT if you agree!,"Houston, TX",http://culberson.house.gov
233761277,2011-01-04 01:43:06 +0000,2016-04-29 15:45:24 +0000,6339,88,857,2540,14463,CongHuelskamp,Cong. Tim Huelskamp,true,false,Conservative representing Kansas First District in the U.S. House of Reps. http://t.co/QVnLuBoD,#2A: the great equalizer. Don’t break into this 11-year-old’s house. https://t.co/XkfM6cw0se,"Washington, D.C. ",http://huelskamp.house.gov
76132891,2009-09-21 20:26:26 +0000,2016-04-22 13:38:58 +0000,397,9,402,73,4412,CongMikeSimpson,Cong. Mike Simpson,true,false,U.S. Congressman from Idaho's 2nd Congressional District,"Simpson Protects @INL in Energy Bill - House Energy &amp; Water
Chairman reverses cuts to Nuclear Energy &amp; development https://t.co/NSvEY8CrwQ","Washington, D.C. ",http://www.simpson.house.gov
299883942,2011-05-16 20:52:25 +0000,2016-04-29 19:16:51 +0000,1702,139,466,1653,7578,CongPalazzo,Cong. Steven Palazzo,true,false,I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit http://t.co/Ue63OYLp.,"Danielle Hunter from Biloxi, Mississippi. Great job this semester and a bright future ahead! #OleMiss #MSGulfCoast https://t.co/pAoWtNdyDs",Mississippi ,http://palazzo.house.gov
242761889,2011-01-25 14:54:16 +0000,2016-01-06 18:08:15 +0000,573,12,765,7467,9551,CongressmanDan,Dr. Dan Benishek,true,false,Doctor representing #NorthernMichigan. Fighting for Veterans. Growing our economy. Protecting the Great Lakes.,"RT @WJMN_Local3: .@CongressmanDan released a statement on the President's executive actions.
https://t.co/P4IZckYJt3","Iron River, MI",http://benishek.house.gov
18967498,2009-01-14 04:54:58 +0000,2016-05-01 17:32:35 +0000,4994,56,909,2867,11508,CongressmanGT,Glenn 'GT' Thompson,true,false,I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,In #Bellefonte #CentreCounty attending the #Eagle Court of Honor for #EagleScout Dion A. Furfaro #BSA #NESA,"Howard, Pennsylvania ",http://thompson.house.gov
2975091705,2015-01-12 18:48:35 +0000,2016-05-01 16:12:25 +0000,413,165,111,604,1990,CongressmanHice,Congressman Hice,true,false,Congressman Hice is honored to serve Georgia's 10th Congressional District.,"RT @CIA: Death of Usama Bin Ladin marked significant victory in US-led campaign to disrupt, dismantle, &amp; defeat al-Qa`ida.
#UBLRaid","Monroe, GA; Wash., D.C.",http://hice.house.gov
1089859058,2013-01-14 18:58:43 +0000,2016-05-01 01:01:32 +0000,352,3,331,3,3587,CongressmanRuiz,Raul Ruiz,false,false,Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.,RT @readingby3rd: BREAKING: @HUDgov &amp; @Readingby3rd join forces 2 boost children’s literacy skills. #glreading https://t.co/d21GPUQ4nm https://t.co/7Feh3wmRCg,,http://www.ruiz.house.gov
22831059,2009-03-04 20:44:59 +0000,2016-04-29 21:29:18 +0000,1500,1,980,6219,12980,CynthiaLummis,Rep. Cynthia Lummis,true,false,Proud to represent the people of Wyoming in the U.S. House of Representatives.,We passed legislation to require law enforcement to get warrants for emails when conducting criminal investigations https://t.co/srOVhohp0d,Wyoming and Washington D.C.,http://lummis.house.gov
22509548,2009-03-02 17:39:00 +0000,2016-04-29 22:40:06 +0000,19907,890,4928,35220,217648,DarrellIssa,Darrell Issa,true,false,"I work for CA-49, Chair the Subcommittee on Courts, Intellectual Property, and the Internet, & serve on the House Committee on Foreign Affairs.",RT @robnikolewski: Federal official to attend public hearing on what to do with spent #nuclear fuel at #SanOnofre: https://t.co/G2GSvjRrxT  @SCE_SONGS @sdut,"Vista, CA & Washington, DC",http://issa.house.gov
510516465,2012-03-01 16:52:06 +0000,2016-04-25 14:55:06 +0000,585,6,339,555,3709,daveloebsack,Dave Loebsack,true,false,Fighting for the hardworking people of Iowa,Great talking w @uiowa student-advocates this weekend at the @ShotAtLife training seminar. #VaccinesWork https://t.co/cEjCoPtwwH,Iowa's 2nd District,
16102244,2008-09-02 20:12:26 +0000,2016-04-29 20:35:38 +0000,2333,70,955,3027,10987,davereichert,Dave Reichert,true,false,Representative of the Eighth Congressional District in Washington State,Happy 124th birthday @cityofissaquah https://t.co/zH64FbxbbI,"Auburn, Washington",http://reichert.house.gov
14104702,2008-03-09 00:27:48 +0000,2013-02-18 20:25:31 +0000,208,0,55,253,688,debbiehalvorson,Debbie Halvorson,false,false,Running for U.S. Representative in Illinois - 2nd Congressional District 2013,"It's those leaders whom I've modeled myself after. I thank them for their service, and I hope there will be more to come for generations.","Crete, IL",http://halvorsonforcongress.com
263815367,2011-03-10 20:02:19 +0000,2016-05-02 02:55:08 +0000,1813,19,383,337,6646,DelegateDonna,Donna Christensen,true,false,"Leaving Congress after 9 terms, former Congresswoman Christensen was the 1st female physician in Congress and the 1st to represent an offshore Territory.","@wkamaubell could say lots about SQ show, but an obviously brilliant man couldn't read at 17? We have compulsory education. Shame on us/US",U.S. Virgin Islands ,
15022633,2008-06-05 20:00:10 +0000,2016-04-19 16:00:56 +0000,746,121,2373,285,39599,Dennis_Kucinich,Dennis Kucinich,true,false,"Fmr Congressman & two-time presidential candidate, I stand for a strong #USA through Constitutional rights, #Peace & #MonetaryReform. Ⓥ Married to @EJKucinich",Love animals? Then #HumaneEconomy by @WaynePacelle is a must read for you. Book launches today. Read and share. https://t.co/wTJFvDUAZM,USA,http://www.Kucinich.com
150279644,2010-05-31 14:50:47 +0000,,0,0,0,0,0,dennyrehberg,Denny Rehberg,false,true,,,,
235312723,2011-01-07 21:47:44 +0000,2016-03-18 22:44:37 +0000,2740,19,645,1102,8485,DesJarlaisTN04,Scott DesJarlais,true,false,Republican Congressman for Tennessee's 4th Congressional District.,What a game! Congratulations to @mt_mbb for an amazing upset versus Michigan State today! #MTSU #BlueRaiders #MarchMadness,,http://www.facebook.com/ScottDesJarlaisTN04
402029058,2011-10-31 12:59:01 +0000,2015-01-05 13:47:14 +0000,815,3,304,642,3747,DocHastings,Doc Hastings,true,false,"Press office of Former Congressman Doc Hastings, who represented the 4th District of Washington state and served as Chairman of @NatResources.","RT @NatResources: Rpt of Cmte Accomplishments to create #jobs expand #energy, responsibly manage public lands - http://t.co/KCHTvboiNI http://t.co/gmHdvTrMU1",Central Washington,http://hastings.house.gov
3122099613,2015-03-27 20:08:34 +0000,2016-05-01 16:10:39 +0000,3259,752,85,569,1396,DonaldNorcross,Donald Norcross,true,false,Representing New Jersey's 1st District in the U.S. House of Representatives,RT @AllenVickersTV: .@DonaldNorcross visits @MtPisgahAMEC to talk about the historical impact Lawnside has had on New Jersey. https://t.co/UQxwPr4cFs,,http://norcross.house.gov
38254095,2009-05-06 19:20:50 +0000,2016-04-28 17:35:42 +0000,1697,35,732,8359,12976,DorisMatsui,Rep. Doris Matsui,true,false,Representing California's 6th Congressional District - including the capital city of Sacramento. Member of the Energy and Commerce Committee.,Passage of my Spectrum Challenge Prize bill out of @EnergyCommerce Committee today is a win for our wireless economy https://t.co/fXWiKd3ENl,"Sacramento, CA",http://www.matsui.house.gov
52503751,2009-06-30 20:07:34 +0000,2016-04-29 14:22:25 +0000,2027,25,758,257,9941,DrPhilRoe,Dr. Phil Roe,true,false,"Official Account of Rep. Phil Roe, MD (R-TN). Chair of @EdWorkforce's HELP Subcommittee, member of @HouseVetAffairs & co-chair of @gopdoccaucus.",Yesterday I spoke on the floor to recognize everyone who made it possible for the Tredway family to have a new home. https://t.co/WtKX1uzG8s,East Tennessee,http://www.roe.house.gov
185818978,2010-09-01 22:34:36 +0000,2015-11-24 20:50:39 +0000,80,8,7,1419,212,DuncanHunter,Duncan Hunter,false,false,Very proud daddy,@achrisevans @TFIFridayLIVE I think we have a budding star for this Friday's show!,Near London,
125445568,2010-03-22 20:57:13 +0000,2015-10-29 19:47:37 +0000,475,6,333,356,3767,EdTowns,Edolphus Towns,true,false,"I am Edolphus Towns, Former Congressman, of the 10th district of New York--Brooklyn!",RT @CRISPontheHill: @jhtdc Silicon Valley #Entrepreneur and #Technology Innovator Joins @CRISPontheHill's advisory board https://t.co/e4CC7D1UXV,"Brooklyn, NY",
1577849532,2013-07-08 14:57:54 +0000,,0,0,35,0,92,efaleomavaega,Eni Faleomavaega   ,false,false,,,,
23600262,2009-03-10 14:47:46 +0000,2016-04-28 20:01:10 +0000,2398,72,1071,865,17423,EleanorNorton,Eleanor H. Norton,true,false,Member of the U.S. Congress,New appointments by Transportation @SecretaryFoxx to @wmata Board of Directors show rider safety comes first. https://t.co/UzFtuVVhnM,"Washington, DC",http://www.norton.house.gov
40318829,2009-05-15 19:57:06 +0000,,397,0,459,218,3064,eltongallegly24,Elton Gallegly,false,true,"Former 13-term U.S. Representative, California's 24th Congressional District, Ventura & Santa Barbara Counties, CA.",,,
295208708,2011-05-08 15:39:05 +0000,2011-05-28 17:54:19 +0000,1,0,1,7,6,ericmassa,eric massa,false,false,Being yourself is being the person everyone else wants you to be.,"RT @barcastuff: In exactly 6 hours, Barcelona will play the final of the Champions League, in London against Manchester United #fcblive",cameroon,
17896154,2008-12-05 12:32:52 +0000,2016-04-29 17:37:06 +0000,4886,75,681,1002,8208,farenthold,Blake Farenthold,true,false,Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,"REVAMP does not increase spending, but instead allows for a common sense approach to use existing funds to help VFWs https://t.co/2NnSiyMdwn","Corpus Christi, TX",http://farenthold.house.gov/
135297032,2010-04-20 22:36:00 +0000,2013-05-31 15:47:26 +0000,1805,1,720,104,11429,FrankLautenberg,Frank R. Lautenberg,true,false,Former U.S. Senator Frank R. Lautenberg (D-New Jersey),Worked with #Obama Admin to secure $185M for critical first segment of the new Gateway Tunnel. (Via @starledger) http://t.co/cr3O45jVOi,,
31801993,2009-04-16 13:51:56 +0000,2016-05-01 19:26:33 +0000,6934,9,1124,1005,15807,FrankPallone,Rep. Frank Pallone,true,false,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",Stopped by the Center @inAsburyParkNJ to urge support for @NJAIDSWalk.,#NJ,http://pallone.house.gov
19269183,2009-01-21 01:17:58 +0000,2016-05-02 11:32:43 +0000,2146,1,577,7967,9987,George_LeMieux,George LeMieux,false,false,Florida's 34th US Senator. Chairman of the Board at Gunster. Husband to Meike and father of four.,"RT @WIOD: #IndianaPrimary @tedcruz's last stand? And,  #Florida's HOT Senate race at 7:42am w/@George_LeMieux LISTEN https://t.co/eJwhHvBZdA #sayfie",Broward County,
78445977,2009-09-29 23:17:33 +0000,2016-05-01 22:02:50 +0000,4020,2,690,234,9302,GerryConnolly,Gerry Connolly,true,false,Proudly representing Virginia's 11th District,Honored to be recognized as a friend of the Korean-American community by The Family Counseling Center of Washington https://t.co/mHlFBJXffS,Virginia's 11th District,http://connolly.house.gov
432676344,2011-12-09 17:17:22 +0000,2016-05-01 20:10:06 +0000,1825,103,445,372,7115,GKButterfield,G. K. Butterfield,true,false,"U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.",RT @VeritasED: Watch this video of US Congressman @GKButterfield announcing his support of the #AnnaWestinAct!  https://t.co/fceXzmX48w,,http://www.facebook.com/CongressmanGKButterfield
15861717,2008-08-15 10:17:00 +0000,2016-04-13 20:05:55 +0000,402,4,301,976,3133,GlennNye,Glenn Nye,true,false,"Tech and Policy evangelist; former Congressman (VA02), FSO in Kosovo, Iraq and Afghanistan, Senior Fellow at Palantir Tech and German Marshall Fund of the USA",John Hancock rewards customers who eat healthy foods https://t.co/k1vQnEJnIO via @usatoday,,http://www.glennnye.com
19739126,2009-01-29 22:28:48 +0000,2016-04-29 21:09:33 +0000,7482,832,2423,1335,71997,GOPLeader,Kevin McCarthy,true,false,I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.,"RT @WIRED: Finally, we might be on the verge of email privacy reform https://t.co/eNh1PrG6CZ","Bakersfield, CA",http://www.majorityleader.gov
161411080,2010-06-30 19:48:06 +0000,2016-04-28 22:21:36 +0000,1162,17,701,354,9673,gracenapolitano,Rep.Grace Napolitano,true,false,Congresswoman from California's 32nd Congressional District in the US House of Representatives,Met w/ some great folks from City of La Verne this week. Thx for sharing views on how to improve our SGV communities https://t.co/QPNy2Oden7,"El Monte, CA",http://www.napolitano.house.gov
14845376,2008-05-20 13:57:21 +0000,2016-02-18 15:59:03 +0000,4243,0,3205,2151,101967,GrahamBlog,Lindsey Graham,true,false,Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,".@tim_cook Our nation is at war &amp; this Iphone was used to kill Americans. Protect our homeland, not terrorists. Please cooperate with @FBI.","Washington, DC",http://lgraham.senate.gov
23712174,2009-03-11 03:02:52 +0000,2016-04-28 03:55:18 +0000,2726,441,824,456,12855,GreggHarper,Gregg Harper,true,false,Devoted husband. Loving father. Principled conservative.,RT @AmericanTelemed: Today's #Telehealth Capitol Connection briefing was a huge success! A huge thanks to Rep. @GreggHarper &amp; all who joined us #ATATCC,"Pearl, Mississippi",http://www.harper.house.gov
22812754,2009-03-04 18:36:27 +0000,2016-04-29 18:04:24 +0000,2070,7,875,578,12499,GregoryMeeks,Gregory Meeks,true,false,Proudly serving the 5th Congressional District of New York.,It's #ArborDay-stop &amp; smell the blossoms! Let's recommit 2 ensuring a healthy &amp; beautiful world 4 future generations https://t.co/KdlyX5B3xy,"Queens, New York",http://www.house.gov/meeks/
15581825,2008-07-24 13:46:20 +0000,2015-08-01 00:27:46 +0000,1262,7,279,2583,3569,greshambarrett,greshambarrett,true,false,Director of Stewardship @newspring,Future Gauntlet Leaders. Young men following Christ!!  So Blessed!!  #GauntletMiracle http://t.co/hlq1jvyhOy,"Anderson, South Carolina",http://www.newspring.cc
28819823,2009-04-04 16:16:07 +0000,2011-10-04 05:09:58 +0000,267,0,369,9,3239,HarryEMitchell,Harry Mitchell,false,false,Born and raised Arizonan; Teacher; Councilman; Mayor; Senator; and Congressman.,"RT @Redistrict: AZ Congressional draft map approved: http://t.co/sO2UHPNS - new Tempe #AZ09 would lean D, #AZ06 Schweikert/Quayle primary faceoff?","Tempe, AZ",http://www.harrymitchell.org
242926427,2011-01-25 22:36:44 +0000,2016-04-28 22:13:12 +0000,370,0,603,1131,7727,HerreraBeutler,JaimeHerreraBeutler,true,false,"I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",47 employers (&amp; growing) @ the jobs fair on May 2nd ! You coming? https://t.co/wU9FiPBD28,,http://JHB.house.gov
1339835893,2013-04-09 18:04:35 +0000,2016-05-02 03:00:33 +0000,5429,1059,25676,651,6095583,HillaryClinton,Hillary Clinton,true,false,"Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed –H",Puerto Rico faces an economic crisis. Continued inaction from Congress is irresponsible. We should act now: https://t.co/Jfb1VABBly -H,"New York, NY",http://hrc.io/signup
314335929,2011-06-10 02:48:54 +0000,2015-06-11 15:01:59 +0000,688,0,373,453,4038,HowardCoble,Howard Coble,true,false,"From the office of Congressman Howard Coble, NC-6","RT @SenThomTillis: Who wore it better?! RT for @SenThomTillis, Favorite for @SenatorBurr.  #GreatMindsThinkAlike http://t.co/uzCZEY8ZwY",North Carolina,http://coble.house.gov/
2963445730,2015-01-06 04:27:18 +0000,2016-05-01 23:24:56 +0000,1851,1574,262,655,4658,HurdOnTheHill,Rep. Will Hurd,true,false,"San Antonio native, @TAMU grad, former undercover @CIA officer, cybersecurity expert, Chair of IT Subcommittee on @GOPOversight, also on @HouseHomeland","Hey batta batta batta, swing! Best of luck to @COSAGOV &amp; @BexarCounty tonight! https://t.co/P4iRj7QYYV",#TX23,http://Hurd.House.gov
